Merge Index,index,Candidate,State,Office,District,Party,Candidate_processed,Last_name,District_processed,State_processed,FEC_index,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ID,Committee_ID_Grabbed
892,893,Bob May,Massachusetts,Representative,6,GOP,Bob May,MAY,6,MA,1223,"MAY, ROBERT",REP,H2MA06086,
893,894,Donnie Dionicio Palmer,Massachusetts,Representative,7,GOP,Donnie Dionicio Palmer,PALMER,7,MA,NA,NA,NA,H2MA07100,
894,895,Robert G. Burke,Massachusetts,Representative,8,GOP,Robert G. Burke,BURKE,8,MA,NA,NA,NA,H2MA08090,
895,896,Jesse G. Brown,Massachusetts,Representative,9,GOP,Jesse G. Brown,BROWN,9,MA,1237,"BROWN, JESSE",REP,H2MA09239,
896,897,Lee Murphy,Delaware,Representative,At-Large,GOP,Lee Murphy,MURPHY,0,DE,420,"MURPHY, LEE",REP,H8DE01044,
897,898,Donald C. Bolduc,New Hampshire,Senator,N/A,GOP,Donald C. Bolduc,BOLDUC,0,NH,3634,"BOLDUC, DONALD C.",REP,S0NH00326,
898,899,Karoline Leavitt,New Hampshire,Representative,1,GOP,Karoline Leavitt,LEAVITT,1,NH,1733,"LEAVITT, KAROLINE",REP,H2NH01270,
899,900,Robert Burns,New Hampshire,Representative,2,GOP,Robert Burns,BURNS,2,NH,1739,"BURNS, ROBERT ANDREW MR.",REP,H2NH00025,
900,901,Allen R. Waters,Rhode Island,Representative,1,GOP,Allen R. Waters,WATERS,1,RI,2426,"WATERS, ALLEN R",REP,H2RI01202,
901,902,Allan W. Fung,Rhode Island,Representative,2,GOP,Allan W. Fung,FUNG,2,RI,2439,"FUNG, ALLAN",REP,H2RI02226,
