"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women"
"656","Naomi Andrews","Female","White","","","No","No","Oklahoma","6/28/22","Representative","2","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"657","Jeremiah A. Ross","Male","White","","","No","No","Oklahoma","6/28/22","Representative","3","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"658","Mary Brannon","Female","White","","","No","No","Oklahoma","6/28/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"659","Joshua Harris-Till","Male","Black","","","No","No","Oklahoma","6/28/22","Representative","5","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"660","Connie Johnson","Female","Black","","","No","No","Oklahoma","6/28/22","Governor","N/A","65,894","39%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"661","Joy Hofmeister","Female","White","","","No","No","Oklahoma","6/28/22","Governor","N/A","101,913","61%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"662","Rick Edwin Jones","Male","White","","","No","No","Utah","6/28/22","Representative","1","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"663","Nick Mitchell","Male","Black","","","No","No","Utah","6/28/22","Representative","2","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"664","Glenn J. Wright","Male","White","","","No","No","Utah","6/28/22","Representative","3","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"665","Darlene McDonald","Female","Black","","","No","No","Utah","6/28/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"666","Michelle L. Smith","Female","Black","","","No","Yes","Maryland","7/19/22","Senator","N/A","127,089","19%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"667","Chris Van Hollen","Male","White","","","Yes","No","Maryland","7/19/22","Senator","N/A","535,014","81%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"668","R. David Harden","Male","White","","","No","No","Maryland","7/19/22","Representative","1","15,683","31%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"669","Heather R. Mizeur","Female","White","","","No","No","Maryland","7/19/22","Representative","1","34,549","69%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"670","George Croom","Male","Black","","","No","Yes","Maryland","7/19/22","Representative","2","8,465","10%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"671","Marques Dent","Male","Black","","","No","Yes","Maryland","7/19/22","Representative","2","7,728","9%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"672","Liri Fusha","Female","White (Albanian)","","","No","Yes","Maryland","7/19/22","Representative","2","4,218","5%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"673","C.A. Dutch Ruppersberger","Male","White","","","Yes","No","Maryland","7/19/22","Representative","2","62,896","75%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"674","Ben R. Beardsley","Male","White","","","No","Yes","Maryland","7/19/22","Representative","3","6,854","9%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"675","Jake Pretot","Male","White","","","No","Yes","Maryland","7/19/22","Representative","3","4,728","6%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"676","John Sarbanes","Male","White","","","Yes","No","Maryland","7/19/22","Representative","3","63,790","85%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"677","Tammy Allison","Female","Black","","","No","No","Maryland","7/19/22","Representative","4","1,726","2%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"678","Angela M. Angel","Female","Black","","","No","No","Maryland","7/19/22","Representative","4","4,678","6%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"679","James Levi Curtis, Jr.","Male","Black","","","No","No","Maryland","7/19/22","Representative","4","763","1%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"680","Donna F. Edwards","Female","Black","","","No","No","Maryland","7/19/22","Representative","4","29,114","35%","Lost","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"681","Matthew F. Fogg","Male","Black","","","No","No","Maryland","7/19/22","Representative","4","663","1%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"682","Gregory Holmes","Male","Black","","","No","No","Maryland","7/19/22","Representative","4","1,024","1%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"683","Glenn F. Ivey","Male","Black","","","No","No","Maryland","7/19/22","Representative","4","42,791","52%","Won","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"684","Robert K. McGhee","Male","Unknown","","","No","No","Maryland","7/19/22","Representative","4","549","1%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"685","Kim A. Shelton","Female","Black","","","No","No","Maryland","7/19/22","Representative","4","1,354","2%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"686","Steny Hoyer","Male","White","","","Yes","No","Maryland","7/19/22","Representative","5","68,729","71%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"687","Keith Washington","Male","Black","","","No","Yes","Maryland","7/19/22","Representative","5","9,222","10%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"688","McKayla Wilkes","Female","Black","","","No","Yes","Maryland","7/19/22","Representative","5","18,403","19%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"689","George Gluck","Male","White","","","No","Yes","Maryland","7/19/22","Representative","6","2,789","5%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"690","Ben Smilowitz","Male","White","","","No","Yes","Maryland","7/19/22","Representative","6","8,995","16%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"691","David J. Trone","Male","White","","","Yes","No","Maryland","7/19/22","Representative","6","44,370","79%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"692","Tashi Kimandus Davis","Male","Black","","","No","Yes","Maryland","7/19/22","Representative","7","7,141","8%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"693","Elihu Eli El","Male","Black","","","No","Yes","Maryland","7/19/22","Representative","7","1,885","2%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"694","Kweisi Mfume","Male","Black","","","Yes","No","Maryland","7/19/22","Representative","7","80,118","85%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"695","Wayne ""For Freedom"" McNeal","Male","Black","","","No","Yes","Maryland","7/19/22","Representative","7","4,890","5%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"696","Andalib Odulate","Male","Black","","","No","Yes","Maryland","7/19/22","Representative","8","7,075","6%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"697","Jamie Raskin","Male","White","","","Yes","No","Maryland","7/19/22","Representative","8","109,055","94%","Won","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"698","Rushern L. Baker III","Male","Black","","","No","No","Maryland","7/19/22","Governor","N/A","26,594","4%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"699","Jon Baron","Male","White","","","No","No","Maryland","7/19/22","Governor","N/A","11,880","2%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"700","Peter Franchot","Male","White","","","No","No","Maryland","7/19/22","Governor","N/A","141,586","21%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"701","Douglas F. Gansler","Male","White","","","No","No","Maryland","7/19/22","Governor","N/A","25,481","4%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"702","Ralph W. Jaffe","Male","White","","","No","No","Maryland","7/19/22","Governor","N/A","2,978","0%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"703","Ashwani Jain","Male","Asian (Indian)","","","No","No","Maryland","7/19/22","Governor","N/A","13,784","2%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"704","John King","Male","Black","Latino","","No","No","Maryland","7/19/22","Governor","N/A","24,882","4%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"705","Wes Moore","Male","Black","","","No","No","Maryland","7/19/22","Governor","N/A","217,524","32%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"706","Tom Perez","Male","Latino (Dominican)","","","No","No","Maryland","7/19/22","Governor","N/A","202,175","30%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"707","Jerome M. Segal","Male","White","","","No","No","Maryland","7/19/22","Governor","N/A","4,276","1%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"708","Mark Kelly","Male","White","","","Yes","No","Arizona","8/2/22","Senator","N/A","589,400","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"709","Jevin D. Hodge","Male","Black","","","No","No","Arizona","8/2/22","Representative","1","46,144","62%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"710","Adam Metzendorf","Male","White","","","No","No","Arizona","8/2/22","Representative","1","28,267","38%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"711","Tom O'Halleran","Male","White","","","Yes","No","Arizona","8/2/22","Representative","2","71,391","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"712","Ruben Gallego","Male","Latino","","","Yes","No","Arizona","8/2/22","Representative","3","47,972","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"713","Greg Stanton","Male","White","","","Yes","No","Arizona","8/2/22","Representative","4","61,319","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"714","Javier Garcia Ramos","Male","Latino","","","No","No","Arizona","8/2/22","Representative","5","50,647","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"715","Avery Anderson","Male","White","","","No","No","Arizona","8/2/22","Representative","6","5,639","6%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"716","Kirsten Engel","Female","White","","","No","No","Arizona","8/2/22","Representative","6","54,060","59%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"717","Daniel Hernandez","Male","Latino (Mexican)","","","No","No","Arizona","8/2/22","Representative","6","31,815","35%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"718","Raúl Grijalva","Male","Latino (Mexican)","","","Yes","No","Arizona","8/2/22","Representative","7","62,547","100%","Won","N/A","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"719","Katie Hobbs","Female","White","","","No","No","Arizona","8/2/22","Governor","N/A","431,059","72%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"720","Aaron Lieberman","Male","White","","","No","No","Arizona","8/2/22","Governor","N/A","28,878","5%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"721","Marco Lopez","Male","Latino (Mexican)","","","No","No","Arizona","8/2/22","Governor","N/A","136,090","23%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"722","Mike Andra","Male","Unknown","","","No","No","Kansas","8/2/22","Senator","N/A","33,464","13%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"723","Paul Buskirk","Male","White","","","No","No","Kansas","8/2/22","Senator","N/A","53,750","20%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"724","Mark R. Holland","Male","White","","","No","No","Kansas","8/2/22","Senator","N/A","101,429","38%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"725","Robert Klingenberg","Male","Latino (Mexican)","","","No","No","Kansas","8/2/22","Senator","N/A","21,413","8%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"726","Michael Soetaert","Male","White (Belgian)","","","No","No","Kansas","8/2/22","Senator","N/A","9,464","4%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"727","Patrick Wiesner","Male","White","","","No","No","Kansas","8/2/22","Senator","N/A","47,034","18%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"728","James ""Jimmy"" Beard","Male","White","","","No","No","Kansas","8/2/22","Representative","1","42,589","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"729","Patrick Schmidt","Male","White","","","No","No","Kansas","8/2/22","Representative","2","54,439","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"730","Sharice Davids","Female","Native American (Ho-Chunk)","","","Yes","No","Kansas","8/2/22","Representative","3","103,945","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"731","Bob Hernandez","Male","Latino","","","No","No","Kansas","8/2/22","Representative","4","42,222","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"732","Richard S. Karnowski","Male","White","","","No","Yes","Kansas","8/2/22","Governor","N/A","17,802","6%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"733","Laura Kelly","Female","White","","","Yes","No","Kansas","8/2/22","Governor","N/A","270,968","94%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"734","Bob Lorinser","Male","White","","","No","No","Michigan","8/2/22","Representative","1","67,251","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"735","Jerry Hilliard","Male","White","","","No","No","Michigan","8/2/22","Representative","2","40,952","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"736","Hillary Scholten","Female","White","","","No","No","Michigan","8/2/22","Representative","3","59,661","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"737","Bart Goldberg","Male","White","","","No","No","Michigan","8/2/22","Representative","5","39,971","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"738","Debbie Dingell","Female","White","","","Yes","No","Michigan","8/2/22","Representative","6","102,859","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"739","Elissa Slotkin","Female","White","","","Yes","No","Michigan","8/2/22","Representative","7","77,826","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"740","Daniel T. Kildee","Male","White","","","Yes","No","Michigan","8/2/22","Representative","8","70,791","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"741","Brian Jaye","Male","White","","","No","No","Michigan","8/2/22","Representative","9","48,802","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"742","Huwaida Arraf","Female","Middle Eastern (Palestinian)","","","No","No","Michigan","8/2/22","Representative","10","8,846","13%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"743","Carl J. Marlinga","Male","White","","","No","No","Michigan","8/2/22","Representative","10","32,653","48%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"744","Rhonda Powell","Female","Black","","","No","No","Michigan","8/2/22","Representative","10","11,396","17%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"745","Angela Rogensues","Female","White","","","No","No","Michigan","8/2/22","Representative","10","9,503","14%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"746","Henry Yanez","Male","Latino","","","No","No","Michigan","8/2/22","Representative","10","5,891","9%","Lost","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"747","Andy Levin","Male","White","","","Yes","Yes","Michigan","8/2/22","Representative","11","47,117","40%","Lost","N/A","N/A","N/A","No","N/A","Yes","Yes","Yes","Yes","Yes","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"748","Haley Stevens","Female","White","","","Yes","Yes","Michigan","8/2/22","Representative","11","70,508","60%","Won","N/A","N/A","N/A","Yes","N/A","No","No","No","No","No","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"749","Kelly Garrett","Male","Black","","","No","Yes","Michigan","8/2/22","Representative","12","8,334","9%","Lost","N/A","N/A","N/A","N/A","No","N/A","No","No","No","No","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"750","Shanelle Jackson","Female","Black","","","No","Yes","Michigan","8/2/22","Representative","12","4,927","5%","Lost","N/A","N/A","N/A","N/A","No","N/A","No","No","No","No","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"751","Rashida Tlaib","Female","Middle Eastern (Palestinian)","","","Yes","No","Michigan","8/2/22","Representative","12","61,635","64%","Won","N/A","N/A","N/A","N/A","Yes","N/A","Yes","Yes","Yes","Yes","Yes","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"752","Janice Winfrey","Female","Black","","","No","Yes","Michigan","8/2/22","Representative","12","21,636","22%","Lost","N/A","N/A","N/A","N/A","No","N/A","No","No","No","No","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
"753","John Conyers","Male","Black","","","No","No","Michigan","8/2/22","Representative","13","6,778","9%","Lost","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA
